Premium Price,Conversion,Customer Age,Customer Gender,Location,Vehicle Make,Vehicle Age,Coverage Type,Claims History,Discounts Offered,Policy Duration,Customer Loyalty,Marketing Channel,Competitor Pricing,Sales Campaigns
991,0.0,64,Male,Urban,Honda,5,Third-Party,2,103,6,0,Television,926,0
1349,0.0,48,Male,Urban,Hyundai,9,Comprehensive,3,229,6,3,Referral,1224,2
622,0.0,48,Other,Suburban,Toyota,8,Liability,2,211,6,5,Television,547,4
621,0.0,30,Male,Rural,Volkswagen,4,Third-Party,1,338,6,9,Agent,768,0
882,0.0,31,Male,Rural,BMW,2,Comprehensive,2,175,12,6,Social Media,985,3
372,0.0,66,Female,Urban,Kia,10,Third-Party,0,419,6,5,Television,277,0
1035,0.0,62,Male,Suburban,Hyundai,9,Comprehensive,3,47,12,0,Online,1196,4
282,0.0,59,Other,Rural,Ford,15,Third-Party,3,412,12,4,Referral,463,1
587,0.0,42,Female,Rural,Toyota,19,Third-Party,4,119,12,4,Referral,612,1
945,0.0,50,Female,Rural,Kia,18,Collision,1,424,6,5,Online,859,0
223,0.0,50,Male,Rural,Nissan,0,Collision,4,343,12,4,Online,110,4
1084,0.0,32,Female,Rural,Kia,10,Comprehensive,4,383,6,8,Social Media,1109,1
889,0.0,33,Male,Urban,Hyundai,14,Collision,1,328,6,5,Referral,1010,1
513,0.0,61,Female,Urban,BMW,6,Liability,0,31,12,8,Online,376,1
1295,0.0,55,Other,Urban,Chevrolet,7,Collision,3,359,6,3,Agent,1446,0
1411,0.0,23,Male,Rural,Chevrolet,15,Comprehensive,2,252,12,2,Referral,1538,1
785,0.0,61,Other,Rural,Volkswagen,17,Collision,1,260,6,5,Online,693,4
212,0.0,42,Male,Rural,Toyota,10,Comprehensive,4,84,6,0,Television,392,4
987,0.0,32,Other,Urban,Toyota,0,Liability,2,16,12,9,Online,987,3
221,0.0,21,Other,Rural,Volkswagen,15,Comprehensive,1,23,12,4,Referral,395,1
1345,0.0,21,Female,Urban,Ford,3,Comprehensive,1,383,6,1,Social Media,1429,3
138,0.0,47,Male,Rural,Kia,5,Liability,0,346,12,5,Agent,8,3
596,0.0,51,Female,Urban,Mercedes,10,Liability,0,111,12,2,Online,784,1
879,0.0,44,Other,Suburban,Ford,5,Comprehensive,3,81,6,8,Referral,974,3
1356,0.0,48,Male,Rural,BMW,9,Third-Party,3,341,6,1,Online,1315,1
1042,0.0,49,Other,Rural,Honda,5,Third-Party,2,5,12,0,Online,1201,2
248,0.0,61,Other,Urban,Nissan,9,Comprehensive,3,283,6,6,Referral,306,4
1121,0.0,56,Other,Rural,Hyundai,4,Collision,1,105,6,4,Television,930,2
760,0.0,69,Other,Urban,Ford,8,Comprehensive,1,147,6,0,Referral,727,0
401,0.0,26,Female,Urban,Nissan,6,Comprehensive,1,376,6,4,Referral,317,0
1483,0.0,58,Other,Suburban,Volkswagen,16,Collision,1,207,12,3,Social Media,1631,3
337,0.0,25,Female,Suburban,Kia,11,Liability,0,146,12,0,Online,219,2
746,0.0,31,Other,Rural,Volkswagen,10,Comprehensive,1,7,12,7,Online,890,2
762,0.0,50,Male,Rural,Nissan,5,Third-Party,1,273,12,3,Referral,800,1
335,0.0,40,Other,Urban,Chevrolet,10,Liability,1,292,6,9,Television,308,3
302,0.0,38,Other,Urban,Chevrolet,10,Liability,4,188,6,6,Social Media,431,4
355,0.0,29,Male,Urban,Kia,13,Comprehensive,2,172,6,5,Television,333,2
697,0.0,19,Male,Urban,Hyundai,15,Third-Party,2,494,6,8,Television,635,2
761,0.0,30,Other,Rural,Kia,1,Collision,1,222,12,0,Social Media,766,1
334,0.0,21,Other,Suburban,Hyundai,1,Collision,1,37,6,9,Social Media,312,1
1468,0.0,37,Female,Rural,BMW,4,Collision,2,1,12,8,Television,1656,4
633,0.0,67,Male,Rural,Nissan,13,Third-Party,3,438,12,7,Television,539,3
959,0.0,68,Male,Rural,Nissan,9,Liability,4,223,6,4,Television,791,1
869,0.0,65,Female,Suburban,Hyundai,9,Liability,4,398,6,2,Online,798,0
640,0.0,31,Other,Rural,Nissan,17,Comprehensive,3,58,6,9,Online,557,2
312,0.0,47,Other,Suburban,Volkswagen,19,Liability,1,74,6,1,Online,204,0
562,0.0,46,Male,Urban,Nissan,8,Liability,2,132,6,8,Online,443,0
535,0.0,25,Female,Rural,Chevrolet,3,Collision,4,361,6,2,Social Media,444,2
382,0.0,29,Other,Urban,Ford,16,Collision,3,220,12,3,Referral,191,2
187,0.0,58,Male,Urban,Honda,1,Collision,3,211,6,5,Online,170,1
1167,0.0,55,Other,Urban,Nissan,13,Liability,0,147,12,4,Television,1196,3
560,0.0,43,Other,Rural,Hyundai,0,Comprehensive,3,81,12,5,Referral,758,2
377,0.0,67,Other,Urban,Ford,6,Liability,0,395,12,1,Online,390,3
520,0.0,19,Male,Rural,Nissan,3,Comprehensive,0,184,12,4,Agent,346,2
1476,0.0,57,Female,Urban,Chevrolet,8,Liability,4,368,12,3,Agent,1424,0
795,0.0,31,Female,Rural,Nissan,2,Third-Party,1,336,6,0,Social Media,783,0
614,0.0,23,Other,Rural,BMW,4,Liability,1,67,6,3,Agent,541,4
802,0.0,59,Female,Rural,Nissan,9,Third-Party,3,274,6,1,Social Media,870,1
118,0.0,57,Other,Urban,Mercedes,9,Comprehensive,2,248,12,6,Social Media,-68,1
122,0.0,48,Male,Rural,Ford,3,Liability,2,252,12,6,Social Media,140,2
512,0.0,34,Male,Urban,Nissan,16,Liability,0,86,12,4,Referral,691,2
1153,0.0,42,Male,Suburban,BMW,16,Comprehensive,3,282,6,0,Referral,1175,1
207,0.0,49,Other,Urban,Hyundai,18,Collision,3,497,6,0,Agent,374,4
1490,0.0,29,Female,Urban,Toyota,5,Collision,1,115,6,6,Referral,1440,2
1404,0.0,66,Male,Rural,Toyota,0,Third-Party,2,436,6,9,Online,1523,3
1251,0.0,30,Other,Urban,Ford,13,Liability,4,169,6,0,Social Media,1416,2
1352,0.0,36,Female,Suburban,Volkswagen,12,Collision,3,251,6,1,Online,1250,3
1234,0.0,61,Female,Rural,Hyundai,2,Comprehensive,3,493,6,3,Referral,1343,3
235,0.0,65,Female,Urban,Nissan,1,Comprehensive,1,371,6,4,Television,42,0
461,0.0,42,Other,Urban,Toyota,6,Liability,4,300,6,0,Referral,357,0
1309,0.0,48,Other,Rural,Nissan,11,Third-Party,4,333,6,0,Social Media,1264,4
228,0.0,54,Other,Rural,Volkswagen,1,Comprehensive,4,323,12,2,Television,98,0
1384,0.0,42,Male,Urban,Nissan,10,Liability,4,195,12,0,Television,1580,3
614,0.0,33,Other,Urban,BMW,15,Third-Party,2,407,12,2,Social Media,583,4
548,0.0,55,Male,Rural,Nissan,4,Collision,0,342,6,4,Agent,506,0
1227,0.0,60,Male,Rural,Kia,16,Liability,4,35,6,2,Referral,1039,0
1347,0.0,66,Male,Suburban,Ford,2,Third-Party,0,458,6,9,Referral,1437,3
973,0.0,40,Other,Suburban,Hyundai,13,Comprehensive,0,480,6,7,Television,892,2
572,0.0,31,Male,Suburban,Ford,15,Collision,1,229,12,4,Television,677,4
1133,0.0,23,Other,Rural,Ford,16,Comprehensive,4,132,6,4,Social Media,1259,0
401,0.0,42,Other,Rural,BMW,18,Comprehensive,2,282,6,5,Social Media,337,3
330,0.0,40,Male,Rural,Volkswagen,3,Collision,1,164,12,3,Agent,132,0
1022,0.0,60,Male,Urban,Mercedes,19,Liability,1,26,12,4,Television,1013,2
1189,0.0,29,Male,Rural,Hyundai,19,Liability,0,94,6,5,Referral,1009,1
1036,0.0,30,Other,Urban,Mercedes,8,Liability,3,331,6,5,Social Media,1217,4
211,0.0,53,Other,Rural,BMW,10,Comprehensive,2,174,12,4,Online,259,4
1136,0.0,56,Male,Rural,Toyota,4,Comprehensive,4,447,12,9,Referral,1012,3
599,0.0,51,Male,Urban,Volkswagen,10,Liability,4,389,12,5,Television,751,3
1031,0.0,23,Female,Rural,Honda,12,Liability,2,75,12,8,Social Media,1096,0
697,0.0,55,Male,Rural,Ford,1,Collision,4,439,6,7,Social Media,724,4
333,0.0,67,Female,Rural,Nissan,1,Comprehensive,3,127,6,3,Online,355,0
701,0.0,69,Female,Suburban,Ford,9,Third-Party,3,245,6,1,Agent,737,1
413,0.0,57,Other,Rural,Toyota,12,Liability,4,397,12,3,Referral,469,4
665,0.0,25,Other,Urban,Ford,4,Liability,1,277,6,5,Social Media,502,1
1135,0.0,25,Female,Urban,Mercedes,10,Comprehensive,4,182,6,9,Agent,1117,0
308,0.0,57,Female,Urban,Ford,14,Liability,4,330,12,6,Online,183,2
1137,0.0,50,Male,Rural,Toyota,4,Liability,2,359,6,3,Online,979,1
1143,0.0,51,Female,Urban,Toyota,19,Comprehensive,3,51,12,2,Referral,993,2
686,0.0,61,Male,Suburban,Chevrolet,4,Liability,1,358,12,0,Referral,578,4
1114,0.0,32,Other,Urban,Volkswagen,6,Collision,2,439,6,6,Social Media,1227,2
1193,0.0,53,Male,Rural,Mercedes,9,Third-Party,2,101,6,0,Social Media,1052,2
1334,0.0,52,Other,Suburban,Chevrolet,1,Comprehensive,1,376,6,7,Referral,1337,0
1224,0.0,63,Female,Urban,Mercedes,0,Collision,1,255,12,4,Referral,1028,0
797,0.0,39,Female,Suburban,Mercedes,19,Comprehensive,2,76,12,7,Social Media,638,0
231,0.0,40,Female,Urban,Hyundai,0,Comprehensive,4,261,12,1,Social Media,288,0
1255,0.0,57,Male,Rural,Chevrolet,3,Comprehensive,1,403,6,2,Social Media,1450,4
1143,0.0,62,Other,Suburban,Mercedes,14,Third-Party,0,309,12,3,Online,1340,0
635,0.0,68,Other,Urban,Kia,14,Collision,1,1,12,1,Television,481,4
1113,0.0,39,Other,Urban,Toyota,5,Third-Party,2,202,12,3,Referral,966,4
326,0.0,22,Other,Suburban,Nissan,5,Comprehensive,0,327,6,5,Online,160,2
1277,0.0,48,Other,Suburban,Nissan,0,Liability,2,157,12,6,Social Media,1123,4
921,0.0,30,Male,Suburban,Toyota,6,Third-Party,3,346,12,5,Television,1100,0
970,0.0,45,Other,Suburban,Volkswagen,4,Liability,3,127,12,6,Television,786,3
504,0.0,37,Female,Urban,BMW,16,Comprehensive,4,437,6,1,Online,690,2
301,0.0,50,Other,Urban,Hyundai,6,Liability,1,131,6,0,Agent,173,4
137,0.0,33,Female,Urban,Volkswagen,3,Third-Party,2,454,6,8,Agent,256,2
1041,0.0,46,Male,Rural,Honda,2,Collision,0,430,12,6,Social Media,1180,4
287,0.0,40,Male,Suburban,Toyota,11,Liability,1,343,6,1,Agent,418,4
1180,0.0,41,Female,Urban,Honda,14,Third-Party,4,351,6,6,Social Media,986,2
1040,0.0,51,Other,Suburban,Ford,19,Collision,2,402,6,3,Agent,1213,2
1143,0.0,24,Male,Suburban,Ford,8,Comprehensive,2,41,12,2,Online,1260,1
372,0.0,55,Male,Urban,Chevrolet,11,Collision,3,354,6,3,Television,293,1
1242,0.0,54,Male,Suburban,Ford,4,Comprehensive,4,169,6,4,Referral,1422,0
682,0.0,21,Other,Suburban,Volkswagen,7,Third-Party,2,306,12,8,Television,499,4
615,0.0,51,Female,Suburban,BMW,14,Third-Party,3,258,12,3,Agent,672,2
1344,0.0,59,Female,Suburban,Toyota,6,Collision,3,209,6,8,Television,1319,3
625,0.0,39,Other,Suburban,Mercedes,18,Third-Party,0,36,12,3,Agent,435,2
435,0.0,22,Male,Urban,Nissan,12,Third-Party,4,21,12,0,Social Media,516,1
797,0.0,67,Other,Urban,Toyota,0,Comprehensive,4,160,12,0,Referral,722,2
1178,0.0,59,Other,Suburban,Honda,10,Third-Party,2,229,12,3,Social Media,1124,3
599,0.0,40,Female,Suburban,Hyundai,12,Liability,0,358,6,3,Referral,628,2
999,0.0,32,Other,Suburban,Nissan,1,Comprehensive,1,353,12,9,Social Media,882,2
865,0.0,48,Other,Rural,Chevrolet,18,Liability,2,432,6,6,Social Media,1008,3
635,0.0,26,Male,Suburban,Mercedes,10,Collision,3,342,6,0,Television,831,1
261,0.0,60,Male,Rural,Mercedes,0,Liability,1,437,12,4,Referral,66,2
693,0.0,42,Female,Rural,Honda,0,Third-Party,1,317,6,9,Television,532,1
258,0.0,42,Male,Rural,Ford,7,Collision,2,34,12,7,Social Media,222,3
1311,0.0,66,Other,Urban,BMW,12,Third-Party,0,284,6,7,Television,1231,2
159,0.0,38,Other,Rural,Volkswagen,7,Collision,4,321,12,6,Agent,23,2
1014,0.0,26,Other,Suburban,Honda,1,Collision,0,380,12,3,Social Media,1121,4
1442,0.0,65,Female,Suburban,BMW,7,Comprehensive,2,305,6,6,Agent,1499,0
310,0.0,55,Male,Urban,Honda,13,Liability,4,13,12,0,Social Media,339,3
505,0.0,39,Other,Urban,Nissan,1,Third-Party,1,47,12,5,Agent,345,1
763,0.0,60,Male,Suburban,Mercedes,12,Collision,3,299,6,6,Agent,880,3
1232,0.0,40,Male,Urban,Mercedes,4,Comprehensive,0,241,12,2,Social Media,1061,4
1199,0.0,66,Male,Urban,Toyota,0,Collision,4,71,12,7,Agent,1086,3
641,0.0,21,Male,Rural,Ford,8,Liability,0,384,12,7,Referral,673,0
1437,0.0,46,Female,Rural,Mercedes,19,Collision,4,411,6,7,Agent,1530,3
1097,0.0,32,Female,Urban,Volkswagen,9,Liability,3,258,6,4,Social Media,1115,1
1240,0.0,18,Female,Suburban,BMW,10,Collision,2,373,12,6,Referral,1325,1
1026,0.0,47,Other,Rural,Ford,17,Liability,2,198,12,4,Referral,951,0
967,0.0,46,Other,Suburban,BMW,16,Third-Party,4,97,12,7,Referral,903,4
118,0.0,37,Other,Urban,Hyundai,5,Liability,4,303,6,8,Television,18,2
531,0.0,50,Female,Suburban,Mercedes,10,Liability,2,125,6,3,Referral,602,2
839,0.0,58,Male,Suburban,BMW,3,Third-Party,1,159,12,3,Television,986,0
1473,0.0,61,Female,Suburban,Kia,0,Liability,1,264,6,6,Online,1604,0
282,0.0,53,Other,Suburban,Mercedes,0,Collision,1,246,6,6,Agent,413,1
212,0.0,39,Other,Urban,Hyundai,17,Collision,3,482,6,7,Television,62,0
1306,0.0,30,Male,Urban,Nissan,4,Collision,4,184,12,6,Social Media,1114,1
580,0.0,24,Female,Rural,Kia,15,Third-Party,0,466,6,6,Referral,750,3
1269,0.0,25,Male,Rural,Honda,1,Liability,0,301,6,5,Social Media,1247,1
930,0.0,45,Female,Rural,Kia,8,Liability,4,57,12,5,Referral,942,1
1236,0.0,62,Other,Rural,Kia,1,Collision,2,183,12,9,Social Media,1180,3
862,0.0,60,Male,Suburban,BMW,4,Liability,4,270,12,2,Agent,822,1
575,0.0,26,Male,Rural,Chevrolet,19,Collision,1,118,12,3,Agent,664,2
862,0.0,42,Female,Rural,BMW,16,Collision,1,222,12,9,Online,751,1
1426,0.0,33,Female,Suburban,Volkswagen,18,Collision,0,444,6,3,Social Media,1579,0
1070,0.0,27,Female,Urban,Mercedes,9,Third-Party,4,143,6,8,Online,971,1
1119,0.0,28,Other,Rural,Chevrolet,7,Comprehensive,0,370,6,5,Social Media,1007,3
1241,0.0,48,Female,Urban,BMW,19,Comprehensive,2,238,12,9,Agent,1266,0
260,0.0,29,Other,Rural,Nissan,10,Liability,3,45,6,2,Online,183,3
500,0.0,48,Female,Urban,Volkswagen,12,Collision,3,228,12,3,Referral,349,3
297,0.0,31,Female,Rural,BMW,12,Comprehensive,2,326,12,5,Agent,144,2
1383,0.0,68,Other,Urban,Ford,8,Comprehensive,1,290,6,5,Television,1483,4
759,0.0,61,Female,Urban,Mercedes,4,Liability,1,476,12,4,Agent,637,2
1170,0.0,49,Other,Rural,Hyundai,17,Third-Party,1,65,6,0,Agent,1163,3
498,0.0,67,Other,Urban,Honda,7,Liability,0,312,6,9,Television,640,3
177,0.0,34,Female,Rural,Nissan,19,Liability,0,367,6,5,Social Media,21,3
223,0.0,52,Female,Rural,Volkswagen,13,Collision,3,289,6,3,Television,348,3
174,0.0,18,Male,Suburban,Mercedes,1,Third-Party,1,226,6,7,Social Media,332,3
236,0.0,46,Female,Rural,Honda,15,Liability,1,286,6,9,Online,325,2
701,0.0,68,Male,Rural,Toyota,0,Comprehensive,2,11,6,0,Online,622,4
936,0.0,21,Female,Rural,Honda,12,Comprehensive,3,448,6,4,Online,909,3
599,0.0,40,Other,Rural,Mercedes,17,Liability,0,174,6,3,Television,485,4
237,0.0,45,Other,Suburban,Chevrolet,0,Collision,3,220,6,4,Social Media,115,0
149,0.0,33,Male,Suburban,Toyota,6,Collision,1,64,12,8,Referral,78,1
1072,0.0,29,Female,Suburban,Mercedes,3,Liability,1,128,12,6,Agent,1165,3
353,0.0,38,Male,Suburban,Toyota,9,Third-Party,0,334,6,2,Television,497,3
809,0.0,62,Female,Urban,Volkswagen,7,Collision,0,249,12,2,Online,936,3
662,0.0,34,Female,Rural,Honda,2,Comprehensive,3,194,6,6,Referral,521,1
856,0.0,57,Other,Suburban,Honda,6,Third-Party,4,269,6,0,Social Media,730,4
646,0.0,30,Male,Rural,Toyota,15,Liability,1,181,6,7,Social Media,474,2
1425,0.0,69,Other,Suburban,Honda,19,Third-Party,1,393,12,2,Social Media,1284,3
1021,0.0,49,Other,Rural,Nissan,9,Collision,4,322,12,7,Television,889,1
680,0.0,54,Other,Urban,Kia,12,Collision,3,339,12,7,Agent,644,0
1472,0.0,67,Male,Suburban,Volkswagen,0,Comprehensive,2,383,6,1,Agent,1355,1
148,0.0,32,Female,Urban,Volkswagen,6,Liability,2,305,6,2,Referral,215,3
1016,0.0,29,Female,Urban,Honda,9,Third-Party,1,374,12,9,Online,1151,4
1197,0.0,66,Male,Rural,BMW,11,Third-Party,2,383,12,0,Online,1337,4
803,0.0,32,Female,Suburban,Toyota,13,Third-Party,3,99,6,5,Online,767,0
360,0.0,51,Male,Urban,Hyundai,10,Third-Party,2,346,6,2,Online,345,3
455,0.0,23,Male,Rural,Volkswagen,16,Comprehensive,0,240,6,8,Referral,309,0
1383,0.0,34,Female,Rural,Kia,8,Comprehensive,3,115,12,0,Referral,1552,0
737,0.0,65,Other,Rural,Ford,7,Comprehensive,4,163,12,7,Social Media,557,3
842,0.0,66,Male,Urban,Kia,9,Collision,1,238,12,6,Television,867,4
1418,0.0,37,Male,Rural,Toyota,3,Comprehensive,3,10,12,6,Agent,1590,4
1109,0.0,26,Male,Rural,Chevrolet,4,Comprehensive,2,386,12,7,Referral,1300,4
1030,0.0,22,Male,Rural,Hyundai,17,Liability,3,471,6,8,Agent,1195,4
740,0.0,40,Female,Urban,Volkswagen,5,Liability,4,166,6,7,Social Media,890,4
891,0.0,50,Female,Rural,Honda,9,Liability,3,9,6,5,Social Media,839,0
1436,0.0,55,Male,Urban,Kia,17,Liability,4,473,12,0,Referral,1558,2
711,0.0,31,Other,Rural,Mercedes,10,Comprehensive,4,50,12,0,Online,697,3
908,0.0,34,Female,Urban,Hyundai,4,Comprehensive,3,287,12,6,Television,832,2
1305,0.0,36,Other,Urban,Kia,2,Collision,1,435,12,2,Agent,1445,0
785,0.0,50,Other,Suburban,Volkswagen,17,Third-Party,1,327,12,2,Agent,805,3
1487,0.0,18,Male,Suburban,Kia,3,Third-Party,2,46,6,8,Social Media,1574,0
287,0.0,30,Female,Suburban,BMW,7,Liability,3,12,12,9,Agent,272,3
1084,0.0,63,Male,Urban,Hyundai,16,Collision,3,377,12,3,Online,996,1
647,0.0,44,Male,Rural,Hyundai,9,Comprehensive,0,322,6,2,Referral,600,0
824,0.0,23,Other,Rural,Honda,18,Third-Party,1,308,12,1,Television,636,0
1025,0.0,23,Other,Urban,Volkswagen,0,Liability,4,308,12,4,Television,1095,1
975,0.0,50,Other,Rural,Chevrolet,1,Liability,0,398,6,8,Online,776,4
717,0.0,47,Male,Urban,Kia,10,Third-Party,3,436,6,7,Agent,757,1
513,0.0,63,Male,Rural,Nissan,14,Third-Party,0,468,12,7,Online,473,1
1465,0.0,52,Male,Urban,Kia,0,Third-Party,1,120,6,0,Television,1295,2
1343,0.0,40,Male,Suburban,Volkswagen,8,Comprehensive,3,297,6,8,Online,1207,2
1002,0.0,27,Male,Suburban,Nissan,7,Third-Party,1,284,6,7,Television,1008,4
262,0.0,68,Male,Rural,BMW,0,Collision,0,244,6,2,Agent,243,2
1343,0.0,36,Male,Rural,Toyota,9,Collision,2,46,12,7,Television,1245,4
369,0.0,68,Male,Rural,Volkswagen,16,Third-Party,4,218,6,8,Online,285,1
731,0.0,45,Female,Rural,BMW,17,Comprehensive,4,285,6,1,Social Media,673,2
1005,0.0,40,Female,Suburban,Honda,15,Liability,2,122,6,0,Television,1144,4
1305,0.0,21,Female,Suburban,Ford,1,Third-Party,2,13,6,0,Social Media,1284,4
304,0.0,37,Female,Urban,Honda,16,Third-Party,2,488,6,0,Social Media,430,2
681,0.0,36,Male,Rural,Hyundai,3,Third-Party,1,252,12,4,Social Media,580,3
940,0.0,59,Male,Suburban,Ford,6,Collision,3,78,12,1,Online,910,2
1351,0.0,44,Other,Urban,Kia,8,Collision,2,237,6,3,Online,1418,4
695,0.0,51,Other,Urban,Toyota,2,Liability,1,366,6,0,Agent,699,3
349,0.0,21,Female,Urban,Ford,19,Comprehensive,0,314,6,1,Television,153,2
974,0.0,55,Other,Suburban,Ford,4,Third-Party,0,109,12,6,Referral,907,1
295,0.0,24,Female,Urban,BMW,17,Third-Party,2,361,6,8,Social Media,99,0
789,0.0,65,Male,Rural,Toyota,16,Third-Party,0,63,6,5,Television,906,2
1193,0.0,24,Male,Urban,Kia,6,Liability,2,43,6,9,Social Media,1031,2
738,0.0,67,Other,Urban,Volkswagen,13,Third-Party,0,499,12,9,Agent,900,0
771,0.0,69,Male,Suburban,Ford,14,Collision,0,269,6,4,Online,809,3
1326,0.0,43,Male,Urban,Mercedes,13,Comprehensive,3,408,6,9,Referral,1451,0
1271,0.0,43,Female,Suburban,BMW,8,Collision,3,90,12,6,Online,1316,3
1043,0.0,36,Other,Suburban,Ford,15,Third-Party,0,238,12,8,Agent,1232,4
298,0.0,26,Male,Rural,Kia,18,Liability,3,299,6,1,Agent,428,3
591,0.0,37,Other,Urban,Toyota,0,Collision,2,316,12,5,Social Media,406,1
995,0.0,59,Male,Rural,Mercedes,7,Comprehensive,4,257,6,2,Online,1159,0
241,0.0,62,Female,Rural,Mercedes,17,Liability,2,242,6,9,Online,235,1
1436,0.0,67,Male,Urban,Honda,1,Third-Party,3,464,6,9,Referral,1395,1
264,0.0,33,Other,Urban,Volkswagen,3,Third-Party,1,78,6,3,Television,344,0
413,0.0,34,Other,Suburban,Hyundai,0,Liability,0,474,6,4,Agent,550,3
120,0.0,39,Female,Urban,Honda,18,Collision,3,329,6,4,Social Media,2,1
1205,0.0,30,Male,Suburban,Hyundai,10,Collision,3,426,12,9,Referral,1372,1
1254,0.0,29,Female,Rural,Volkswagen,5,Liability,3,237,6,7,Online,1088,3
1083,0.0,27,Other,Rural,BMW,18,Collision,2,264,12,4,Social Media,997,1
404,0.0,18,Female,Suburban,Mercedes,13,Comprehensive,0,188,12,1,Agent,377,2
470,0.0,49,Male,Urban,Toyota,18,Liability,4,194,6,1,Agent,579,0
952,0.0,47,Male,Urban,BMW,12,Comprehensive,3,407,6,0,Television,778,3
483,0.0,25,Female,Suburban,Kia,11,Liability,1,448,6,1,Online,295,2
544,0.0,38,Other,Rural,Kia,9,Comprehensive,0,165,6,0,Agent,707,2
524,0.0,39,Other,Suburban,Nissan,18,Third-Party,4,197,12,2,Social Media,700,3
260,0.0,35,Female,Urban,Toyota,10,Third-Party,1,388,6,4,Social Media,176,4
1301,0.0,19,Male,Urban,Kia,11,Collision,4,67,6,2,Social Media,1131,1
728,0.0,65,Male,Suburban,Hyundai,6,Liability,4,194,12,6,Online,743,1
994,0.0,61,Male,Urban,Nissan,7,Third-Party,0,236,6,9,Online,983,4
589,0.0,26,Male,Rural,Chevrolet,16,Liability,2,157,6,1,Agent,635,4
1116,0.0,20,Other,Suburban,Chevrolet,2,Liability,1,227,6,4,Television,1208,4
426,0.0,43,Male,Rural,Kia,5,Comprehensive,3,470,12,2,Television,375,1
697,0.0,38,Female,Rural,Nissan,11,Third-Party,4,61,6,1,Television,849,0
1114,0.0,47,Female,Suburban,Mercedes,14,Collision,1,134,12,3,Referral,1086,1
388,0.0,45,Female,Suburban,Honda,6,Collision,0,434,6,8,Online,330,0
692,0.0,53,Female,Urban,Hyundai,5,Collision,1,159,6,8,Online,849,1
672,0.0,43,Male,Urban,Mercedes,11,Liability,3,106,12,5,Agent,533,0
1477,0.0,51,Other,Suburban,Ford,11,Collision,3,329,6,6,Social Media,1382,0
127,0.0,25,Male,Suburban,Kia,3,Liability,0,242,6,0,Online,132,2
1053,0.0,27,Other,Urban,Ford,8,Third-Party,1,242,6,2,Television,1156,1
142,0.0,65,Male,Urban,Toyota,16,Liability,2,100,12,1,Referral,65,0
522,0.0,60,Other,Urban,BMW,1,Collision,2,224,12,8,Social Media,336,2
276,0.0,67,Female,Suburban,Kia,4,Third-Party,4,281,6,9,Social Media,360,1
628,0.0,31,Female,Suburban,Mercedes,9,Collision,4,42,6,7,Referral,453,0
1065,0.0,57,Other,Urban,Honda,5,Liability,1,364,12,2,Referral,1142,2
297,0.0,32,Other,Rural,Chevrolet,5,Liability,4,317,6,9,Online,228,4
709,0.0,34,Other,Rural,BMW,4,Collision,3,414,12,7,Referral,797,0
941,0.0,35,Female,Urban,Chevrolet,7,Third-Party,0,477,6,9,Agent,925,2
952,0.0,49,Female,Suburban,Hyundai,2,Liability,4,22,12,7,Social Media,820,0
121,0.0,55,Male,Suburban,Honda,13,Comprehensive,2,63,6,7,Social Media,-52,1
1235,0.0,40,Other,Rural,BMW,4,Comprehensive,3,476,12,3,Television,1161,2
1180,0.0,63,Other,Urban,Nissan,14,Comprehensive,2,327,6,6,Online,1014,1
1189,0.0,40,Other,Rural,Nissan,8,Comprehensive,4,182,6,9,Television,1337,2
941,0.0,52,Female,Rural,Mercedes,14,Collision,4,143,12,7,Online,914,0
197,0.0,56,Other,Urban,Hyundai,18,Liability,3,119,12,9,Online,276,1
1267,0.0,32,Other,Rural,Nissan,15,Third-Party,2,264,6,4,Online,1160,3
534,0.0,41,Female,Suburban,Chevrolet,7,Comprehensive,0,259,6,8,Agent,662,3
736,0.0,45,Other,Rural,Kia,14,Collision,0,466,12,8,Referral,918,3
1209,0.0,33,Male,Urban,Hyundai,10,Third-Party,3,38,6,2,Referral,1184,3
687,0.0,33,Female,Suburban,Mercedes,3,Collision,4,299,6,2,Agent,753,2
443,0.0,57,Female,Suburban,Toyota,9,Liability,3,296,6,7,Television,392,1
1417,0.0,56,Female,Rural,Hyundai,9,Comprehensive,2,268,12,6,Online,1573,2
670,0.0,23,Male,Suburban,Nissan,1,Third-Party,0,75,12,8,Agent,684,1
710,0.0,19,Female,Urban,Mercedes,7,Third-Party,4,456,12,1,Television,630,3
342,0.0,30,Female,Rural,Mercedes,7,Collision,2,395,12,1,Referral,493,4
660,0.0,61,Female,Suburban,Chevrolet,8,Collision,0,279,12,6,Social Media,773,0
1059,0.0,64,Female,Urban,Chevrolet,1,Liability,0,47,6,7,Online,966,3
131,0.0,26,Male,Rural,Honda,13,Third-Party,1,204,6,2,Online,132,3
490,0.0,51,Other,Urban,Volkswagen,19,Comprehensive,4,98,6,0,Online,460,4
376,0.0,34,Other,Suburban,Volkswagen,1,Comprehensive,3,287,12,9,Referral,543,2
631,0.0,44,Female,Rural,Ford,3,Third-Party,1,421,6,6,Online,820,2
1277,0.0,46,Male,Rural,BMW,2,Third-Party,0,461,12,5,Online,1289,1
482,0.0,54,Female,Suburban,Hyundai,13,Liability,4,449,6,0,Referral,444,0
1191,0.0,60,Other,Urban,Hyundai,15,Comprehensive,4,437,6,8,Agent,1377,1
